x,y,z,u,v,w,p,k,nut,omega,bm
0,0,0,9.99578,-0.0019778,7.04458e-06,15.4803,0.225942,0.0127385,17.737,0
1,0,0,10.0299,-0.0223644,0.000721344,15.4479,0.220224,0.012555,17.5408,0
2,0,0,10.0641,-0.0159688,-3.94585e-05,15.3786,0.217932,0.0124798,17.4629,0
3,0,0,10.0881,-0.0105699,-0.000237287,15.2787,0.217013,0.0124449,17.438,0
4,0,0,10.105,-0.0065883,-0.000754587,15.1616,0.216654,0.0124298,17.4302,0
5,0,0,10.1195,-0.00536494,-0.000879755,15.033,0.216527,0.0124252,17.4264,0
6,0,0,10.1352,-0.00613884,-0.000676379,14.8905,0.216555,0.0124298,17.4223,0
7,0,0,10.156,-0.00986595,-0.000462067,14.7271,0.216838,0.0124503,17.4162,0
8,0,0,10.1843,-0.0131078,-0.000293194,14.5292,0.216749,0.0124503,17.4091,0
9,0,0,10.2169,-0.0139995,-0.000137814,14.2899,0.216701,0.0124505,17.405,0
10,0,0,10.2515,-0.0154582,-2.59541e-06,14.012,0.216686,0.0124479,17.4074,0
11,0,0,10.29,-0.0186697,0.000189434,13.6945,0.216726,0.0124449,17.4149,0
12,0,0,10.3354,-0.0228204,0.000349321,13.331,0.216804,0.0124463,17.4191,0
13,0,0,10.4482,-0.0320941,0.00103979,12.4365,0.217386,0.0125208,17.362,0
14,0,0,10.5266,-0.0419014,0.000444833,11.8923,0.21748,0.0126205,17.2322,0
15,0,0,10.6353,-0.05722,-0.000193804,11.2653,0.219344,0.012913,16.9863,0
16,0,0,10.777,-0.0802104,0.00190185,10.53,0.218476,0.0130292,16.7682,0
17,0,0,10.94,-0.0977622,0.00786517,9.63754,0.218231,0.0130133,16.7698,0
18,0,0,11.0917,-0.0936926,0.015414,8.55903,0.21836,0.0128412,17.0047,0
19,0,0,11.1483,-0.0635281,0.0169328,7.30231,0.218696,0.0126106,17.3422,0
20,0,0,11.2108,-0.0310397,0.0146833,5.98385,0.218704,0.0122738,17.8188,0
21,0,0,11.1914,-0.00138155,0.0143547,4.74394,0.218546,0.0115725,18.8849,0
22,0,0,11.171,0.0226914,0.018551,3.68511,0.216985,0.0101346,21.4102,0
23,0,0,10.8631,-0.00447503,0.043772,2.16904,0.236612,0.0832164,2.84333,0
0,1,0,10.0044,-0.0214226,0.000312309,15.5452,0.224559,0.0111898,20.0681,0
1,1,0,10.0517,-0.078841,-0.000409387,15.497,0.218525,0.01101,19.8478,0
2,1,0,10.0896,-0.05061,-0.00122206,15.408,0.21618,0.0109398,19.7608,0
3,1,0,10.1135,-0.0275103,-0.00137658,15.2922,0.215272,0.0109101,19.7314,0
4,1,0,10.1266,-0.0134509,-0.00176984,15.1678,0.21492,0.0108979,19.7212,0
5,1,0,10.136,-0.0109696,-0.00178271,15.0411,0.214792,0.0108938,19.7168,0
6,1,0,10.149,-0.0182178,-0.00142851,14.9088,0.214845,0.0108991,19.7122,0
7,1,0,10.1727,-0.0365669,-0.00190151,14.7583,0.215241,0.0109229,19.7054,0
8,1,0,10.2109,-0.0469432,-0.00208764,14.5642,0.215148,0.0109251,19.693,0
9,1,0,10.2514,-0.0439298,-0.00246008,14.3205,0.215061,0.0109269,19.6818,0
10,1,0,10.2877,-0.046041,-0.00180334,14.0418,0.214992,0.010921,19.6862,0
11,1,0,10.3273,-0.0576343,-0.00175503,13.7302,0.215039,0.0109148,19.7016,0
12,1,0,10.3783,-0.0723231,-0.0019948,13.3743,0.215127,0.0109149,19.7095,0
13,1,0,10.4963,-0.0985447,-0.00223759,12.4987,0.215808,0.0110085,19.6038,0
14,1,0,10.5679,-0.128796,-0.0034236,11.9803,0.2159,0.0111595,19.3468,0
15,1,0,10.6559,-0.181038,-0.00641207,11.3926,0.218169,0.0116513,18.7248,0
16,1,0,10.7993,-0.269346,-0.00397431,10.7087,0.217433,0.011984,18.1436,0
17,1,0,11.0001,-0.342754,0.0023845,9.83758,0.217189,0.01197,18.1444,0
18,1,0,11.2309,-0.346267,0.00990279,8.71122,0.217277,0.0115982,18.7337,0
19,1,0,11.4157,-0.213767,0.0117787,7.33194,0.217068,0.0111752,19.4241,0
20,1,0,11.4746,-0.0581267,0.0143518,5.89973,0.216685,0.010845,19.9802,0
21,1,0,11.392,0.065047,0.0171904,4.58792,0.216403,0.0103106,20.9884,0
22,1,0,11.2339,0.13249,0.0198404,3.51498,0.214932,0.00920782,23.3423,0
