x,y,z,u,v,w,p,k,nut,omega,bm
0,0,0,10.0131,0.00312644,-0.000529931,11.6402,0.226906,0.0139624,16.2512,0
1,0,0,9.94193,-0.0141346,0.0201086,11.6955,0.221317,0.0134116,16.5019,0
2,0,0,9.82037,-0.00781137,0.0260644,11.8906,0.218453,0.0129302,16.8948,0
3,0,0,9.62203,0.0070641,0.0354806,12.2785,0.21645,0.0125598,17.2335,0
4,0,0,9.32756,0.0404482,0.0453514,12.9248,0.215045,0.0123071,17.4732,0
5,0,0,8.88438,0.101735,0.0531085,13.9461,0.213958,0.0119746,17.8676,0
6,0,0,8.19798,0.209426,0.0566397,15.5026,0.213043,0.00835812,18.9042,0
7,0,0,7.13018,0.40965,0.0362804,17.8652,0.212781,0.00451844,21.4793,0
8,0,0,4.73065,0.763187,-0.025293,21.3479,0.22632,0.00327573,27.713,0
9,0,0,-2.46264,-0.470448,-1.21748,34.0148,0.146696,0.00279342,52.5148,0
10,0,0,1.62618,-0.92061,0.0613806,35.2698,0.152274,0.000997586,135.651,0
11,0,0,,,,,,,,1
12,0,0,-4.9035,1.30407,1.22348,-16.9214,0.327155,0.00667253,6.22168,0
13,0,0,-1.18159,-1.88797,0.292607,-13.6084,0.294509,0.010602,5.94532,0
14,0,0,2.99881,-2.0825,-0.113329,-3.30999,0.274508,0.00272374,24.6502,0
15,0,0,4.24813,-1.63562,-0.223488,0.128147,0.24761,0.00643668,19.3169,0
16,0,0,5.11205,-1.19564,-0.251202,2.35681,0.237624,0.0094727,17.1571,0
17,0,0,6.12076,-1.02645,-0.245623,3.82132,0.22809,0.00909135,16.4335,0
18,0,0,6.45238,-0.591485,-0.180654,4.61207,0.222811,0.0134953,16.5103,0
19,0,0,7.05861,-0.587817,-0.163085,5.07979,0.220186,0.0126234,17.4426,0
20,0,0,7.47564,-0.512569,-0.138743,5.46833,0.218038,0.0109136,19.9785,0
21,0,0,7.61411,-0.429446,-0.107761,5.73687,0.213482,0.00820759,26.0104,0
22,0,0,7.99857,-0.35685,-0.155969,6.25537,0.245596,0.0721953,3.00488,0
23,0,0,6.62313,3.02316,-0.348,10.312,0.238407,0.00282371,23.095,0
0,1,0,9.99988,-0.00864289,0.0035605,11.6731,0.226772,0.0135965,16.6788,0
1,1,0,9.94039,-0.0499169,0.0203472,11.714,0.221033,0.0127333,17.3587,0
2,1,0,9.81389,-0.0323177,0.0246386,11.8866,0.217671,0.0118024,18.4429,0
3,1,0,9.63444,0.0100016,0.0329569,12.2259,0.214988,0.0111361,19.3056,0
4,1,0,9.37988,0.0980604,0.044542,12.7858,0.213171,0.0108295,19.6842,0
5,1,0,9.01866,0.24421,0.0576488,13.6612,0.212057,0.0105661,20.0695,0
6,1,0,8.50917,0.492033,0.0685176,14.9703,0.211424,0.00893595,21.0202,0
7,1,0,7.8108,0.950815,0.0648936,16.8833,0.211537,0.00496061,23.435,0
8,1,0,5.07498,2.09113,-0.0219554,24.7627,0.23154,0.00245023,40.5,0
9,1,0,4.01915,1.43757,-0.271875,26.3847,0.254299,0.0147132,4.37562,0
10,1,0,1.27961,3.66956,0.00416487,34.2149,0.254361,0.00566096,3.85183,0
11,1,0,,,,,,,,1
12,1,0,-2.24538,5.30047,0.27394,-27.5641,0.266057,0.0029629,4.01787,0
13,1,0,5.40919,-1.06843,0.0700837,-13.0086,0.265759,0.00852559,3.07291,0
14,1,0,7.2489,-2.82184,-0.137156,-9.83093,0.261111,0.0153832,2.684,0
15,1,0,7.94183,-0.780638,-0.0463435,-2.72112,0.223324,0.00656656,19.6156,0
16,1,0,8.392,-0.702765,-0.098349,-0.321702,0.221029,0.00906296,17.242,0
17,1,0,8.79715,-0.523481,-0.108683,1.40773,0.21948,0.0123967,16.4309,0
18,1,0,8.91947,-0.641772,-0.109523,2.62718,0.218058,0.0132583,16.4468,0
19,1,0,9.16257,-0.6767,-0.106774,3.39041,0.218233,0.0126088,17.3079,0
20,1,0,9.21418,-0.66214,-0.101756,4.01914,0.217306,0.0109875,19.7775,0
21,1,0,9.22411,-0.693646,-0.0864801,4.58545,0.213055,0.00826522,25.7773,0
22,1,0,9.24719,-0.604634,-0.0414567,5.70864,0.249966,0.0316815,3.36544,0
