x,y,z,u,v,w,p,k,nut,omega,bm
0,0,0,10.0,-4.36961e-08,-8.87183e-08,4.68811e-05,0.227158,0.0141994,15.9977,0
1,0,0,10.0,2.43632e-07,5.17468e-08,4.47422e-05,0.221754,0.0138616,15.9977,0
2,0,0,10.0,1.82925e-07,-9.39303e-08,4.57149e-05,0.219533,0.0137228,15.9977,0
3,0,0,10.0,2.10274e-07,-2.10032e-07,4.75169e-05,0.21862,0.0136657,15.9977,0
4,0,0,10.0,2.53054e-07,-3.11954e-07,4.95318e-05,0.218244,0.0136422,15.9977,0
5,0,0,10.0,3.02994e-07,-3.98718e-07,5.15538e-05,0.218088,0.0136324,15.9977,0
6,0,0,10.0,3.82621e-07,-4.35869e-07,5.36274e-05,0.218025,0.0136285,15.9977,0
7,0,0,10.0,4.22769e-07,-4.70274e-07,5.49586e-05,0.217998,0.0136268,15.9977,0
8,0,0,10.0,3.45907e-07,-5.37718e-07,5.46703e-05,0.217988,0.0136262,15.9977,0
9,0,0,10.0,2.57108e-07,-5.94644e-07,5.36299e-05,0.217982,0.0136258,15.9977,0
10,0,0,10.0,2.17279e-07,-6.19256e-07,5.26453e-05,0.217981,0.0136257,15.9977,0
11,0,0,10.0,1.95307e-07,-6.29793e-07,5.15502e-05,0.21798,0.0136257,15.9977,0
12,0,0,10.0,1.70534e-07,-6.36043e-07,5.01956e-05,0.21798,0.0136257,15.9977,0
13,0,0,10.0,1.34587e-07,-6.32183e-07,4.85301e-05,0.227028,0.0141912,15.9977,0
14,0,0,10.0,1.58172e-07,-5.20684e-07,4.56622e-05,0.219512,0.0137214,15.9977,0
15,0,0,10.0,1.62737e-07,-4.93913e-07,4.40111e-05,0.218611,0.0136651,15.9977,0
16,0,0,10.0,1.61102e-07,-4.63376e-07,4.21687e-05,0.218175,0.0136379,15.9977,0
17,0,0,10.0,1.56821e-07,-4.40919e-07,4.02044e-05,0.227029,0.0141913,15.9977,0
18,0,0,10.0,1.87971e-07,-2.1689e-07,3.80686e-05,0.221701,0.0138583,15.9977,0
19,0,0,10.0,2.30802e-07,-2.12373e-07,3.65612e-05,0.219512,0.0137214,15.9977,0
20,0,0,10.0,2.4976e-07,-1.93352e-07,3.47421e-05,0.218611,0.0136651,15.9977,0
21,0,0,10.0,2.23809e-07,-2.14042e-07,3.16499e-05,0.21824,0.0136419,15.9977,0
22,0,0,10.0,1.94626e-07,-2.34118e-07,2.72167e-05,0.218087,0.0136324,15.9977,0
23,0,0,10.0,1.53892e-07,-2.54608e-07,2.14686e-05,0.218024,0.0136284,15.9977,0
0,1,0,10.0,-1.24824e-07,-6.55414e-08,4.43691e-05,0.227221,0.0142033,15.9977,0
1,1,0,10.0,7.9202e-07,1.66779e-07,4.2818e-05,0.22187,0.0138688,15.9977,0
2,1,0,10.0,6.24471e-07,4.55971e-08,4.36891e-05,0.219683,0.0137321,15.9977,0
3,1,0,10.0,6.45611e-07,-5.10235e-08,4.53416e-05,0.218787,0.0136761,15.9977,0
4,1,0,10.0,7.01406e-07,-1.46844e-07,4.72349e-05,0.21842,0.0136532,15.9977,0
5,1,0,10.0,8.62246e-07,-2.17477e-07,4.91392e-05,0.218269,0.0136437,15.9977,0
6,1,0,10.0,1.03382e-06,-2.56294e-07,5.10019e-05,0.218208,0.0136399,15.9977,0
