x,y,z,u,v,w,p,k,nut,omega,bm
0,0,0,10.0,9.12779e-09,-4.1864e-08,1.61225e-05,0.227158,0.0141994,15.9977,0
1,0,0,10.0,9.47311e-08,8.19908e-09,1.54971e-05,0.221754,0.0138616,15.9977,0
2,0,0,10.0,9.86623e-08,-4.83021e-08,1.598e-05,0.219533,0.0137228,15.9977,0
3,0,0,10.0,1.12456e-07,-9.33664e-08,1.69042e-05,0.21862,0.0136657,15.9977,0
4,0,0,10.0,1.25626e-07,-1.32364e-07,1.80663e-05,0.218244,0.0136422,15.9977,0
5,0,0,10.0,1.31723e-07,-1.64737e-07,1.93452e-05,0.218088,0.0136324,15.9977,0
6,0,0,10.0,1.32654e-07,-1.91009e-07,2.06384e-05,0.218025,0.0136285,15.9977,0
7,0,0,10.0,1.3071e-07,-2.12788e-07,2.18671e-05,0.217998,0.0136268,15.9977,0
8,0,0,10.0,1.36946e-07,-2.38977e-07,2.29772e-05,0.217988,0.0136262,15.9977,0
9,0,0,10.0,1.3857e-07,-2.61896e-07,2.39445e-05,0.217982,0.0136258,15.9977,0
10,0,0,10.0,1.42616e-07,-2.82154e-07,2.47325e-05,0.217981,0.0136257,15.9977,0
11,0,0,10.0,1.66473e-07,-3.00739e-07,2.53676e-05,0.21798,0.0136257,15.9977,0
12,0,0,10.0,1.29705e-07,-2.95407e-07,2.58562e-05,0.21798,0.0136257,15.9977,0
13,0,0,10.0,1.14502e-07,-3.16311e-07,2.61244e-05,0.227029,0.0141913,15.9977,0
14,0,0,10.0,7.29458e-08,-3.13421e-07,2.58598e-05,0.221702,0.0138583,15.9977,0
15,0,0,10.0,6.20713e-08,-3.07601e-07,2.51786e-05,0.219512,0.0137215,15.9977,0
16,0,0,10.0,6.69338e-08,-3.05663e-07,2.41377e-05,0.21861,0.0136651,15.9977,0
17,0,0,10.0,6.9927e-08,-3.02634e-07,2.28183e-05,0.21824,0.0136419,15.9977,0
18,0,0,10.0,6.94631e-08,-2.99262e-07,2.12772e-05,0.218087,0.0136324,15.9977,0
19,0,0,10.0,6.13859e-08,-2.87374e-07,1.95558e-05,0.218024,0.0136285,15.9977,0
20,0,0,10.0,5.46706e-08,-2.76044e-07,1.76374e-05,0.217997,0.0136268,15.9977,0
21,0,0,10.0,4.86812e-08,-2.68176e-07,1.54998e-05,0.217987,0.0136261,15.9977,0
22,0,0,10.0,3.66486e-08,-2.61785e-07,1.30892e-05,0.217983,0.0136259,15.9977,0
23,0,0,10.0,1.3175e-08,-2.54469e-07,1.03061e-05,0.217981,0.0136258,15.9977,0
0,1,0,10.0,1.44472e-08,-3.83619e-08,1.55728e-05,0.227221,0.0142033,15.9977,0
1,1,0,10.0,2.18238e-07,4.61018e-08,1.50963e-05,0.22187,0.0138688,15.9977,0
2,1,0,10.0,2.29943e-07,-7.02667e-09,1.5527e-05,0.219683,0.0137321,15.9977,0
3,1,0,10.0,2.59772e-07,-4.72036e-08,1.63594e-05,0.218787,0.0136761,15.9977,0
4,1,0,10.0,2.90293e-07,-8.19218e-08,1.74185e-05,0.21842,0.0136532,15.9977,0
5,1,0,10.0,3.10878e-07,-1.12062e-07,1.8584e-05,0.218269,0.0136437,15.9977,0
6,1,0,10.0,3.28227e-07,-1.38558e-07,1.97683e-05,0.218208,0.0136399,15.9977,0
7,1,0,10.0,3.46456e-07,-1.6068e-07,2.08994e-05,0.218182,0.0136383,15.9977,0
