x,y,z,u,v,w,p,k,nut,omega,bm
0,0,0,10.0,-3.31439e-09,-3.82678e-08,1.98071e-05,0.227158,0.0141994,15.9977,0
1,0,0,10.0,1.0826e-07,2.11269e-08,1.90106e-05,0.221754,0.0138616,15.9977,0
2,0,0,10.0,9.3616e-08,-3.81059e-08,1.94725e-05,0.219533,0.0137228,15.9977,0
3,0,0,10.0,9.35301e-08,-8.38971e-08,2.03436e-05,0.21862,0.0136657,15.9977,0
4,0,0,10.0,9.88717e-08,-1.24673e-07,2.13695e-05,0.218244,0.0136422,15.9977,0
5,0,0,10.0,1.09404e-07,-1.62291e-07,2.24011e-05,0.218088,0.0136324,15.9977,0
6,0,0,10.0,1.35964e-07,-1.9938e-07,2.33657e-05,0.218025,0.0136285,15.9977,0
7,0,0,10.0,1.51358e-07,-2.26449e-07,2.43002e-05,0.217998,0.0136268,15.9977,0
8,0,0,10.0,1.6566e-07,-2.50277e-07,2.51841e-05,0.217988,0.0136262,15.9977,0
9,0,0,10.0,1.64245e-07,-2.68961e-07,2.60248e-05,0.217982,0.0136258,15.9977,0
10,0,0,10.0,1.65942e-07,-2.87092e-07,2.68175e-05,0.217981,0.0136257,15.9977,0
11,0,0,10.0,1.63794e-07,-2.95265e-07,2.75478e-05,0.21798,0.0136257,15.9977,0
12,0,0,10.0,1.5406e-07,-3.01208e-07,2.8165e-05,0.21798,0.0136257,15.9977,0
13,0,0,10.0,1.31919e-07,-3.20465e-07,2.8981e-05,0.227029,0.0141913,15.9977,0
14,0,0,10.0,1.3134e-07,-3.32138e-07,2.91127e-05,0.221702,0.0138583,15.9977,0
15,0,0,10.0,1.15854e-07,-3.1947e-07,2.89355e-05,0.219512,0.0137215,15.9977,0
16,0,0,10.0,1.23251e-07,-3.25886e-07,2.84029e-05,0.21861,0.0136651,15.9977,0
17,0,0,10.0,1.35618e-07,-3.34035e-07,2.75359e-05,0.21824,0.0136419,15.9977,0
18,0,0,10.0,1.42604e-07,-3.45885e-07,2.63352e-05,0.218087,0.0136324,15.9977,0
19,0,0,10.0,1.34784e-07,-3.46117e-07,2.47813e-05,0.218024,0.0136285,15.9977,0
