x,y,z,u,v,w,p,k,nut,omega,bm
0,0,0,,,,,,,,1
1,0,0,,,,,,,,1
2,0,0,,,,,,,,1
3,0,0,,,,,,,,1
4,0,0,2.29717,0.549392,1.48511,-9.10651,0.187565,0.000473703,181.643,0
5,0,0,-0.0905734,-1.34131,0.557136,2.09542,0.322003,0.00539724,31.8655,0
6,0,0,1.54507,0.0605853,-0.521209,14.4312,0.211475,0.00772766,15.9913,0
7,0,0,1.16564,-0.00610045,-0.701665,15.8394,0.248772,0.0113814,6.27646,0
8,0,0,0.875083,0.0344478,-0.177293,20.892,0.206764,0.0114704,10.8817,0
9,0,0,,,,,,,,1
10,0,0,,,,,,,,1
11,0,0,,,,,,,,1
12,0,0,,,,,,,,1
13,0,0,,,,,,,,1
14,0,0,,,,,,,,1
15,0,0,-1.32566,-0.946034,0.596446,7.63915,0.316219,0.0139011,9.85848,0
16,0,0,0.705176,-0.565813,-0.00258031,10.2213,0.262512,0.0433774,4.31051,0
17,0,0,-0.895024,-0.325528,-0.344383,12.9177,0.235267,0.0150038,15.6805,0
18,0,0,,,,,,,,1
19,0,0,,,,,,,,1
20,0,0,,,,,,,,1
21,0,0,,,,,,,,1
22,0,0,,,,,,,,1
23,0,0,,,,,,,,1
0,1,0,10.0238,0.909549,-1.78604,26.8737,0.248226,0.0074165,4.37761,0
1,1,0,10.164,1.07262,-1.90588,26.5402,0.247482,0.00995042,5.25748,0
2,1,0,11.4255,1.46341,-3.23708,21.2511,0.246625,0.00751524,7.48467,0
3,1,0,12.3219,-0.279189,0.0871614,4.31145,0.246578,0.0232854,4.99424,0
4,1,0,12.3834,-0.182187,2.05908,-4.43771,0.247281,0.00697406,17.0006,0
5,1,0,6.25873,-2.14352,0.178058,-4.73542,0.254662,0.00378211,12.6163,0
6,1,0,1.82096,1.56499,-0.0673694,12.3719,0.218446,0.0068427,15.8107,0
7,1,0,2.24134,-0.135191,-0.405273,13.1881,0.245245,0.00956848,7.30221,0
8,1,0,4.76785,1.34947,-0.22543,18.1299,0.261887,0.00661426,4.4571,0
9,1,0,7.74742,0.281941,0.0399055,8.39511,0.241797,0.0316217,2.50068,0
10,1,0,9.40301,-0.107915,0.110755,4.31583,0.242725,0.0165512,3.16367,0
11,1,0,3.05962,-1.42965,-0.564706,4.9689,0.20796,0.00177859,39.5654,0
12,1,0,2.99771,0.964489,-0.523559,15.7254,0.237256,0.00370734,19.9537,0
13,1,0,,,,,,,,1
14,1,0,,,,,,,,1
15,1,0,-1.45017,-0.410652,0.503223,7.41628,0.249695,0.0674495,3.31218,0
16,1,0,2.41252,-1.03287,0.313729,6.80913,0.281068,0.0084624,3.68132,0
17,1,0,1.96036,-0.272329,-0.290376,12.749,0.276605,0.00596374,10.0449,0
18,1,0,8.37732,0.448788,0.313646,-2.32689,0.27194,0.00210909,62.4744,0
19,1,0,8.76014,0.423675,0.267813,-3.41646,0.273568,0.0044554,50.4038,0
20,1,0,9.25344,0.370926,0.152865,-5.42589,0.277022,0.00614761,45.0617,0
21,1,0,9.60523,0.182139,0.117316,-6.9268,0.275269,0.00629873,43.7022,0
