x,y,z,u,v,w,p,k,nut,omega,bm
0,0,0,10.0,-9.72859e-08,-1.49075e-07,6.59556e-05,0.227158,0.0141994,15.9977,0
1,0,0,10.0,5.08739e-07,7.93732e-08,6.22006e-05,0.221754,0.0138616,15.9977,0
2,0,0,10.0,4.02042e-07,-1.61203e-07,6.45161e-05,0.219533,0.0137228,15.9977,0
3,0,0,10.0,4.06595e-07,-3.56499e-07,6.89531e-05,0.21862,0.0136657,15.9977,0
4,0,0,10.0,3.07847e-07,-4.71078e-07,7.44068e-05,0.218244,0.0136422,15.9977,0
5,0,0,10.0,3.73258e-07,-6.43567e-07,8.00812e-05,0.218089,0.0136325,15.9977,0
6,0,0,10.0,4.28291e-07,-7.72557e-07,8.57927e-05,0.218025,0.0136285,15.9977,0
7,0,0,10.0,4.69698e-07,-8.82999e-07,9.12107e-05,0.217998,0.0136268,15.9977,0
8,0,0,10.0,5.77437e-07,-1.0076e-06,9.63511e-05,0.217987,0.0136261,15.9977,0
9,0,0,10.0,5.92166e-07,-1.10359e-06,0.000101534,0.227028,0.0141913,15.9977,0
10,0,0,10.0,6.12603e-07,-1.20518e-06,0.000105581,0.221701,0.0138583,15.9977,0
11,0,0,10.0,6.13101e-07,-1.25728e-06,0.000107328,0.219512,0.0137214,15.9977,0
12,0,0,10.0,6.56703e-07,-1.30455e-06,0.0001069,0.218611,0.0136651,15.9977,0
13,0,0,10.0,5.15587e-07,-1.30488e-06,0.000100863,0.218087,0.0136324,15.9977,0
14,0,0,10.0,5.04273e-07,-1.3095e-06,9.54765e-05,0.218024,0.0136285,15.9977,0
15,0,0,10.0,4.48758e-07,-1.29422e-06,8.89807e-05,0.217998,0.0136268,15.9977,0
16,0,0,10.0,3.53414e-07,-1.27109e-06,8.16882e-05,0.217987,0.0136261,15.9977,0
17,0,0,10.0,2.55651e-07,-1.2651e-06,7.45096e-05,0.227029,0.0141913,15.9977,0
18,0,0,10.0,2.63231e-07,-1.2215e-06,6.75306e-05,0.221702,0.0138583,15.9977,0
19,0,0,10.0,2.41757e-07,-1.14136e-06,6.04456e-05,0.219512,0.0137215,15.9977,0
20,0,0,10.0,1.97811e-07,-1.08258e-06,5.34397e-05,0.21861,0.0136651,15.9977,0
21,0,0,10.0,1.65472e-07,-1.03408e-06,4.62448e-05,0.21824,0.0136419,15.9977,0
22,0,0,10.0,1.37193e-07,-9.72342e-07,3.86026e-05,0.218087,0.0136324,15.9977,0
23,0,0,10.0,6.92586e-08,-9.16917e-07,3.01164e-05,0.218024,0.0136285,15.9977,0
0,1,0,10.0,-2.37646e-07,-1.32771e-07,6.13377e-05,0.227221,0.0142033,15.9977,0
1,1,0,10.0,1.69495e-06,3.08117e-07,5.87259e-05,0.221871,0.0138689,15.9977,0
2,1,0,10.0,1.3831e-06,1.28044e-07,6.07168e-05,0.219683,0.0137321,15.9977,0
3,1,0,10.0,1.32494e-06,-6.23273e-09,6.4601e-05,0.218787,0.0136761,15.9977,0
4,1,0,10.0,1.2603e-06,-1.61189e-07,6.94154e-05,0.21842,0.0136532,15.9977,0
5,1,0,10.0,1.39145e-06,-2.41751e-07,7.4631e-05,0.218269,0.0136438,15.9977,0
6,1,0,10.0,1.41736e-06,-3.20045e-07,7.99276e-05,0.218208,0.0136399,15.9977,0
