x,y,z,u,v,w,p,k,nut,omega,bm
0,0,0,10.0081,0.00361379,0.000750622,-4.57428,0.238689,0.105286,2.26705,0
1,0,0,9.9067,0.0293113,0.00018055,-4.43549,0.238342,0.101921,2.33849,0
2,0,0,9.863,0.0260808,-0.000306832,-4.25916,0.238251,0.103025,2.31255,0
3,0,0,9.69466,0.00678031,0.0132888,-3.52424,0.23783,0.112117,2.12127,0
4,0,0,9.52593,0.0155893,0.0312645,-2.60851,0.238667,0.108749,2.19466,0
5,0,0,9.17277,0.0357954,0.0525565,-0.889792,0.239675,0.11054,2.16823,0
6,0,0,8.98317,0.0593649,0.0499118,-0.156052,0.240474,0.0897676,2.0596,0
7,0,0,8.41321,0.144977,0.0472037,1.67205,0.241461,0.0490518,2.14511,0
8,0,0,6.64053,1.02429,0.116321,7.309,0.245489,0.0167331,2.69963,0
9,0,0,6.82145,2.73967,0.198045,9.1937,0.248159,0.00694233,2.41542,0
10,0,0,7.1582,0.296915,0.196902,8.21217,0.217347,0.00133304,77.4055,0
11,0,0,6.10791,0.139465,0.265066,9.59967,0.246626,0.00286687,69.4746,0
12,0,0,7.07811,0.140529,0.189366,8.65227,0.261985,0.00337573,69.3168,0
13,0,0,8.03015,0.198598,0.0771,5.63777,0.280108,0.00398941,70.2129,0
14,0,0,8.04656,0.171879,0.018487,1.53155,0.26527,0.00411154,64.5183,0
15,0,0,8.53491,0.0991654,-0.0608306,0.407869,0.264993,0.00411342,64.4216,0
16,0,0,1.5611,-3.73149,-0.0424976,-3.32713,0.24537,0.00396865,16.8161,0
17,0,0,5.3767,-0.960847,-0.0765287,2.77515,0.254148,0.019238,2.31511,0
18,0,0,6.90556,-0.329172,-0.190921,4.6876,0.252495,0.01871,3.51703,0
19,0,0,7.65557,-0.202019,-0.0108793,5.00427,0.23989,0.0970463,2.47191,0
20,0,0,7.10722,-0.0320939,0.0187667,5.72027,0.24341,0.0521781,3.51969,0
21,0,0,6.76096,0.207902,-0.0442827,6.24814,0.244549,0.0282342,7.45996,0
22,0,0,3.64427,1.07864,-0.482263,9.96086,0.240401,0.00415223,20.0346,0
23,0,0,,,,,,,,1
0,1,0,10.0375,-0.031828,-0.00645767,-4.83287,0.239291,0.1037,2.30752,0
1,1,0,9.79012,0.193927,0.00418175,-4.61776,0.238276,0.0900706,2.64544,0
2,1,0,9.70218,0.145532,0.00671364,-4.14694,0.237979,0.0806042,2.95244,0
3,1,0,9.63514,0.0721035,0.0121093,-3.90758,0.23783,0.0861047,2.7621,0
4,1,0,9.38113,0.0808921,0.031258,-2.62376,0.238664,0.112644,2.11875,0
5,1,0,9.19676,0.069979,0.0639347,-1.60871,0.239228,0.115393,2.07315,0
6,1,0,9.00179,0.235436,0.068183,-0.516252,0.239436,0.106638,2.24532,0
7,1,0,8.79577,0.703731,0.0905361,0.787298,0.241258,0.034238,2.29959,0
8,1,0,6.31768,1.73665,0.0632598,6.75314,0.24261,0.063085,2.8726,0
9,1,0,6.56398,1.27687,0.0151928,6.27396,0.239588,0.0715113,2.49052,0
10,1,0,6.33989,-0.189987,0.0931828,9.75736,0.245308,0.0412575,2.08947,0
11,1,0,6.65692,-0.495111,-0.0484403,10.3256,0.243048,0.0457605,2.10528,0
12,1,0,7.5125,-0.823208,-0.258767,9.39807,0.250284,0.0222707,2.15045,0
13,1,0,8.7295,0.0441683,-0.177997,5.64949,0.244929,0.0398782,2.02224,0
14,1,0,8.6728,0.584863,-0.0360687,1.7494,0.242257,0.0671824,2.64542,0
15,1,0,8.24195,0.373923,-0.0844975,0.272881,0.240357,0.11516,2.08715,0
16,1,0,7.75503,-0.344929,-0.0977597,0.747246,0.243549,0.0217631,1.99929,0
17,1,0,7.14603,-0.737268,-0.060696,2.65676,0.2485,0.0306786,2.02174,0
18,1,0,7.81005,-0.889259,-0.021242,3.9799,0.243099,0.0414054,2.04774,0
19,1,0,7.80361,0.157327,0.0703038,3.29494,0.243259,0.0450203,2.03679,0
20,1,0,7.57307,0.357301,0.0333358,4.51743,0.2394,0.0740391,2.56646,0
21,1,0,7.72898,0.724866,0.103445,4.01592,0.240028,0.0735494,1.99483,0
22,1,0,8.32076,1.38797,-0.00464662,3.59257,0.242888,0.0322292,1.95225,0
23,1,0,8.91473,0.134787,0.0813614,-0.721349,0.240175,0.0821184,2.92474,0
0,2,0,9.91332,0.272873,-0.0365504,-5.28116,0.239889,0.0828368,2.89592,0
1,2,0,9.99562,0.182354,-0.0479464,-5.11643,0.239827,0.0824291,2.9095,0
2,2,0,9.77721,0.199511,0.0335302,-4.4823,0.239406,0.0322755,7.41758,0
3,2,0,9.65263,0.179955,0.0101525,-3.91882,0.238905,0.051261,4.66056,0
4,2,0,9.48187,0.092069,-0.00565,-2.6726,0.23982,0.0357413,6.70987,0
5,2,0,9.28576,0.0945757,0.0431992,-1.6783,0.240939,0.0342063,7.04369,0
6,2,0,8.96767,0.146665,0.0768203,-0.690308,0.240321,0.0793493,3.02864,0
