x,y,z,u,v,w,p,k,nut,omega,bm
0,0,0,10.0006,-0.000208308,2.98244e-05,-0.0366251,0.227001,0.0141894,15.9979,0
1,0,0,10.0003,-0.000459482,0.000121131,-0.0360589,0.221493,0.0138451,15.9979,0
2,0,0,10.0011,-0.000620515,0.000155571,-0.0385463,0.219214,0.0137026,15.9979,0
3,0,0,10.0022,-0.000709138,0.000160477,-0.0442041,0.21827,0.0136436,15.9979,0
4,0,0,10.0034,-0.000814448,0.000177315,-0.0531184,0.217879,0.0136192,15.9979,0
5,0,0,10.0047,-0.000906067,0.000200117,-0.0653157,0.217717,0.0136091,15.9979,0
6,0,0,10.0061,-0.000899098,0.000207214,-0.0806891,0.21765,0.0136049,15.9979,0
7,0,0,10.0072,-0.000784569,0.000192143,-0.0989594,0.217622,0.0136032,15.9979,0
8,0,0,10.008,-0.000551411,0.000155824,-0.119628,0.21761,0.0136024,15.9979,0
9,0,0,10.0083,-0.000145545,9.89197e-05,-0.141766,0.217605,0.0136021,15.9979,0
10,0,0,10.0077,0.000426149,3.46272e-05,-0.164056,0.2176,0.0136018,15.9979,0
11,0,0,10.0061,0.00110287,-2.07418e-05,-0.185059,0.217597,0.0136016,15.9979,0
12,0,0,10.0032,0.0018201,-7.10897e-05,-0.203282,0.217594,0.0136014,15.9979,0
13,0,0,9.99431,0.00297702,-0.000125274,-0.226815,0.217584,0.0136008,15.9979,0
14,0,0,9.98872,0.00333915,-0.000146036,-0.230563,0.217578,0.0136004,15.9979,0
15,0,0,9.98283,0.00353058,-0.000159507,-0.228775,0.217569,0.0135999,15.9979,0
16,0,0,9.97687,0.00356525,-0.00015664,-0.221737,0.217562,0.0135994,15.9979,0
17,0,0,9.97105,0.00348922,-0.000153993,-0.209904,0.217552,0.0135988,15.9979,0
18,0,0,9.96549,0.00330077,-0.000129435,-0.193954,0.217544,0.0135983,15.9979,0
19,0,0,9.9603,0.00307556,-0.000123072,-0.17442,0.217535,0.0135977,15.9979,0
20,0,0,9.95555,0.00278016,-9.04562e-05,-0.152096,0.217529,0.0135973,15.9979,0
21,0,0,9.95126,0.0024965,-8.24372e-05,-0.127425,0.21752,0.0135968,15.9979,0
22,0,0,9.94744,0.0021653,-5.16602e-05,-0.101073,0.217514,0.0135964,15.9979,0
23,0,0,9.94406,0.00184158,-3.49135e-05,-0.0733347,0.217508,0.0135961,15.9979,0
0,1,0,9.99985,3.74301e-05,9.99253e-05,-0.0334368,0.227067,0.0141936,15.9979,0
1,1,0,10.0005,-0.00279237,0.000197312,-0.0327688,0.221619,0.013853,15.9979,0
2,1,0,10.002,-0.00309809,0.000215113,-0.0350755,0.219377,0.0137129,15.9979,0
3,1,0,10.0037,-0.0033514,0.000217448,-0.0405894,0.218454,0.0136552,15.9979,0
4,1,0,10.0057,-0.00367197,0.000232161,-0.0494801,0.218075,0.0136315,15.9979,0
5,1,0,10.0077,-0.00386559,0.000244914,-0.0618269,0.217919,0.0136217,15.9979,0
6,1,0,10.0098,-0.00374558,0.000236283,-0.0775966,0.217854,0.0136177,15.9979,0
7,1,0,10.0118,-0.00326789,0.000215146,-0.096613,0.217828,0.013616,15.9979,0
8,1,0,10.0133,-0.00224576,0.000180932,-0.118371,0.217815,0.0136152,15.9979,0
9,1,0,10.014,-0.000617313,0.000115807,-0.141921,0.217807,0.0136147,15.9979,0
10,1,0,10.0136,0.00157541,4.43641e-05,-0.165872,0.217801,0.0136143,15.9979,0
11,1,0,10.0119,0.00409929,-6.78792e-07,-0.188556,0.217798,0.0136141,15.9979,0
12,1,0,10.0085,0.00665935,-1.06846e-05,-0.208308,0.217797,0.0136141,15.9979,0
13,1,0,9.99742,0.0105494,2.21981e-05,-0.233543,0.21779,0.0136136,15.9979,0
14,1,0,9.99067,0.011599,4.61074e-05,-0.237451,0.217784,0.0136133,15.9979,0
15,1,0,9.98369,0.0120129,7.65396e-05,-0.235406,0.217774,0.0136127,15.9979,0
16,1,0,9.97683,0.0119129,9.65866e-05,-0.227799,0.217765,0.0136121,15.9979,0
17,1,0,9.97026,0.0114345,0.000124995,-0.21526,0.217755,0.0136115,15.9979,0
18,1,0,9.96414,0.0106782,0.00013096,-0.198458,0.217745,0.0136109,15.9979,0
19,1,0,9.95853,0.00978451,0.000151247,-0.178162,0.217735,0.0136102,15.9979,0
20,1,0,9.95348,0.00879726,0.000139036,-0.155026,0.217726,0.0136097,15.9979,0
21,1,0,9.94896,0.00780799,0.000143253,-0.129739,0.217717,0.0136091,15.9979,0
22,1,0,9.94494,0.00677269,0.000117501,-0.102731,0.21771,0.0136086,15.9979,0
23,1,0,9.94141,0.00573686,0.0001147,-0.074443,0.217702,0.0136082,15.9979,0
0,2,0,9.99978,0.000155452,0.000120575,-0.0262063,0.227069,0.0141936,15.9979,0
1,2,0,10.0003,-0.00505527,0.000208874,-0.0256359,0.221627,0.0138535,15.9979,0
2,2,0,10.0016,-0.00544862,0.00022382,-0.0277427,0.219389,0.0137136,15.9979,0
3,2,0,10.0032,-0.00598701,0.000240827,-0.0330171,0.218469,0.0136561,15.9979,0
4,2,0,10.0052,-0.00663864,0.000261742,-0.0418218,0.218091,0.0136325,15.9979,0
5,2,0,10.0075,-0.00712846,0.000278751,-0.054393,0.217935,0.0136227,15.9979,0
6,2,0,10.0101,-0.00715047,0.000274296,-0.070901,0.217872,0.0136188,15.9979,0
7,2,0,10.0127,-0.00646411,0.000243252,-0.091382,0.217844,0.013617,15.9979,0
8,2,0,10.015,-0.00469831,0.000183091,-0.115425,0.217829,0.013616,15.998,0
9,2,0,10.0166,-0.00174449,0.000108822,-0.142018,0.217819,0.0136154,15.998,0
10,2,0,10.0169,0.00229953,4.72158e-05,-0.169544,0.217809,0.0136148,15.998,0
11,2,0,10.0155,0.00703205,-9.75496e-07,-0.195883,0.217808,0.0136147,15.998,0
12,2,0,10.0118,0.0117933,-4.64964e-05,-0.218849,0.21781,0.0136148,15.998,0
13,2,0,9.9991,0.0188393,-3.09165e-05,-0.247562,0.217807,0.0136146,15.998,0
14,2,0,9.9914,0.0205367,-3.51455e-05,-0.251615,0.217802,0.0136143,15.998,0
15,2,0,9.98366,0.021077,-5.24159e-05,-0.248816,0.217793,0.0136138,15.998,0
16,2,0,9.97625,0.0206857,-5.47707e-05,-0.239901,0.217782,0.0136131,15.998,0
17,2,0,9.96934,0.0196318,-5.80376e-05,-0.22572,0.217771,0.0136124,15.998,0
18,2,0,9.96302,0.0181842,-4.81674e-05,-0.207202,0.21776,0.0136117,15.998,0
19,2,0,9.95734,0.0165214,-5.24407e-05,-0.185201,0.217748,0.013611,15.998,0
20,2,0,9.9523,0.0147919,-6.10672e-05,-0.160574,0.217738,0.0136104,15.9979,0
21,2,0,9.94781,0.0130341,-7.83222e-05,-0.133939,0.217727,0.0136097,15.9979,0
22,2,0,9.94381,0.0113245,-5.4071e-05,-0.105778,0.217718,0.0136092,15.9979,0
23,2,0,9.94032,0.00972954,-3.27354e-05,-0.0764419,0.21771,0.0136086,15.9979,0
0,3,0,9.9997,0.00044142,0.000131604,-0.0150435,0.227071,0.0141935,15.9983,0
1,3,0,9.99987,-0.00726228,0.000226867,-0.0141709,0.221636,0.0138539,15.9981,0
2,3,0,10.0008,-0.0079182,0.000258275,-0.0158122,0.219403,0.0137144,15.998,0
3,3,0,10.0022,-0.0089565,0.000284576,-0.0205802,0.218486,0.0136571,15.998,0
4,3,0,10.0042,-0.0102467,0.000315408,-0.0290255,0.218109,0.0136335,15.998,0
5,3,0,10.0069,-0.0113799,0.000341418,-0.0416905,0.217954,0.0136238,15.998,0
6,3,0,10.0103,-0.0119539,0.00033817,-0.0591552,0.21789,0.0136198,15.998,0
7,3,0,10.0138,-0.0113026,0.000298824,-0.0818909,0.217862,0.0136179,15.9983,0
8,3,0,10.0176,-0.00884124,0.000260615,-0.109757,0.217846,0.0136165,15.9987,0
9,3,0,10.0208,-0.00426006,0.000205493,-0.141619,0.217834,0.0136154,15.999,0
10,3,0,10.0224,0.00233327,0.000119632,-0.17542,0.217821,0.0136145,15.9992,0
11,3,0,10.0214,0.0102107,1.13242e-05,-0.208255,0.21782,0.0136144,15.9992,0
12,3,0,10.0175,0.0183678,-0.000142798,-0.236882,0.217825,0.0136147,15.9992,0
13,3,0,10.002,0.0293673,-0.000129854,-0.271339,0.217828,0.0136149,15.9993,0
14,3,0,9.99245,0.0315802,-0.000132645,-0.275271,0.217822,0.0136145,15.9993,0
15,3,0,9.98333,0.0319,-0.000160179,-0.270943,0.217812,0.0136139,15.9993,0
16,3,0,9.97498,0.030818,-0.000182302,-0.259551,0.2178,0.0136131,15.9993,0
17,3,0,9.96753,0.0288651,-0.000187931,-0.242473,0.217786,0.0136123,15.9992,0
18,3,0,9.96094,0.0264431,-0.000200046,-0.220985,0.217772,0.0136116,15.999,0
19,3,0,9.9552,0.0238602,-0.000225934,-0.196224,0.217759,0.0136111,15.9986,0
20,3,0,9.95018,0.0212506,-0.000244678,-0.169146,0.217747,0.0136107,15.9982,0
21,3,0,9.94571,0.0187793,-0.000208032,-0.140433,0.217736,0.0136102,15.998,0
22,3,0,9.94175,0.0165003,-0.000152714,-0.110467,0.217724,0.0136095,15.998,0
23,3,0,9.93833,0.0140345,-8.80431e-05,-0.0796238,0.217715,0.0136089,15.998,0
0,4,0,9.99954,0.00105685,0.000169407,0.000350793,0.227074,0.0141909,16.0014,0
1,4,0,9.99901,-0.00904955,0.000255345,0.00186926,0.221647,0.0138531,15.9998,0
2,4,0,9.99934,-0.0101886,0.000301681,0.00108246,0.219422,0.0137144,15.9994,0
3,4,0,10.0002,-0.0120486,0.000343024,-0.00265142,0.218506,0.0136573,15.9992,0
4,4,0,10.0021,-0.0145251,0.000394951,-0.0100818,0.21813,0.0136339,15.9991,0
5,4,0,10.0052,-0.0170351,0.000442335,-0.0222654,0.217976,0.0136243,15.9991,0
6,4,0,10.0097,-0.0188087,0.00047843,-0.0405409,0.217913,0.0136199,15.9996,0
7,4,0,10.015,-0.0188105,0.000472958,-0.0661438,0.217885,0.0136165,16.0015,0
8,4,0,10.0214,-0.0159603,0.00044053,-0.0995167,0.217869,0.0136129,16.0047,0
9,4,0,10.0273,-0.00935713,0.000359658,-0.13959,0.217853,0.0136094,16.0075,0
10,4,0,10.031,0.000944015,0.000224144,-0.18361,0.217834,0.0136071,16.0088,0
11,4,0,10.031,0.0136162,4.22678e-05,-0.227125,0.217831,0.0136066,16.0092,0
12,4,0,10.0263,0.0266894,-0.000113604,-0.264995,0.217841,0.0136072,16.0093,0
13,4,0,10.0064,0.0432275,-0.000250156,-0.307947,0.21785,0.0136076,16.0095,0
14,4,0,9.99367,0.0455948,-0.000165774,-0.310917,0.217842,0.013607,16.0095,0
15,4,0,9.98231,0.0450133,-0.000171174,-0.303483,0.217828,0.0136061,16.0095,0
16,4,0,9.97269,0.0426299,-0.000191319,-0.287822,0.217811,0.0136051,16.0094,0
17,4,0,9.96458,0.039258,-0.000221801,-0.266075,0.217794,0.0136045,16.009,0
18,4,0,9.95781,0.0354955,-0.000267728,-0.240045,0.217779,0.0136049,16.0074,0
19,4,0,9.95209,0.0317632,-0.0003031,-0.211224,0.217767,0.0136069,16.0041,0
20,4,0,9.94712,0.028216,-0.000287134,-0.180695,0.217755,0.0136091,16.0006,0
21,4,0,9.94274,0.0250927,-0.00023863,-0.149085,0.217743,0.0136099,15.9989,0
22,4,0,9.93887,0.0219481,-0.000158256,-0.116742,0.217729,0.0136092,15.9987,0
23,4,0,9.93556,0.0184938,-9.45783e-05,-0.0838982,0.217718,0.0136081,15.9991,0
0,5,0,9.99924,0.00230305,0.000261701,0.0201191,0.22707,0.0141735,16.0207,0
1,5,0,9.99738,-0.0100234,0.000317318,0.0227239,0.221655,0.0138424,16.0127,0
2,5,0,9.99665,-0.0119095,0.000349688,0.0233344,0.219438,0.0137063,16.0101,0
3,5,0,9.9967,-0.0151125,0.000432376,0.0215225,0.218524,0.01365,16.0091,0
4,5,0,9.99809,-0.0196282,0.000507374,0.0164755,0.218148,0.0136271,16.0083,0
5,5,0,10.0015,-0.0246406,0.000601396,0.00619239,0.217994,0.0136178,16.0081,0
6,5,0,10.0074,-0.0289216,0.0006989,-0.0119001,0.217934,0.0136107,16.0119,0
7,5,0,10.0157,-0.0308582,0.000754468,-0.0404429,0.217905,0.0135991,16.0234,0
8,5,0,10.0263,-0.0283607,0.000734655,-0.0811839,0.217885,0.0135825,16.0416,0
9,5,0,10.0371,-0.0191826,0.00062396,-0.133774,0.217858,0.0135673,16.0576,0
10,5,0,10.0448,-0.00307847,0.0004086,-0.194234,0.217823,0.0135585,16.0654,0
