x,y,z,u,v,w,p,k,nut,omega,bm
0,0,0,,,,,,,,1
1,0,0,,,,,,,,1
2,0,0,-8.41252,-0.253892,4.0875,6.19213,0.237616,0.0226785,10.4776,0
3,0,0,3.67485,-0.056874,-1.10745,13.4802,0.288818,0.0112891,3.66177,0
4,0,0,5.76719,-0.064467,-1.29123,15.9604,0.278329,0.0151362,3.09036,0
5,0,0,6.33,-0.212265,-0.767745,19.8149,0.216118,0.00387083,31.0142,0
6,0,0,6.73607,-0.440496,-0.652346,20.6506,0.210833,0.005993,35.1798,0
7,0,0,8.60437,-0.123352,-0.543679,20.7363,0.265802,0.0399803,2.73432,0
8,0,0,9.47345,-0.02058,-0.212144,20.4034,0.240987,0.0979596,2.1469,0
9,0,0,9.95787,0.00200809,-0.142156,17.3895,0.239357,0.111946,2.13815,0
10,0,0,10.1874,-0.0192146,-0.0805736,15.5565,0.239419,0.107016,2.23722,0
11,0,0,10.4654,-0.0176732,-0.0435194,14.0394,0.23923,0.0990485,2.41528,0
12,0,0,10.7182,0.00792979,-0.0159369,12.7256,0.238896,0.107008,2.23251,0
13,0,0,10.7313,0.020331,-0.0258595,11.7095,0.238669,0.104766,2.27812,0
14,0,0,10.6666,0.026845,-0.019613,11.1009,0.238518,0.10315,2.31235,0
15,0,0,10.6694,0.0246911,-0.043783,10.8618,0.238295,0.10213,2.33324,0
16,0,0,10.6189,0.0361118,-0.0228967,10.3151,0.216858,0.00892108,24.3085,0
17,0,0,10.5274,0.042169,-0.0170692,10.187,0.218748,0.0113137,19.3348,0
18,0,0,10.3795,0.0561378,-0.00795883,10.2536,0.218424,0.0126879,17.2152,0
19,0,0,10.1554,0.090551,-0.00110698,10.6268,0.217901,0.0132511,16.444,0
20,0,0,9.751,0.164993,0.0125336,11.4419,0.217185,0.0132823,16.3515,0
21,0,0,8.97648,0.318989,0.0249148,12.869,0.215881,0.0128191,16.8405,0
22,0,0,7.80855,0.558044,0.0118411,15.1925,0.214757,0.00673002,18.3696,0
23,0,0,6.14229,0.898663,-0.0529934,18.796,0.216041,0.00322382,22.1519,0
0,1,0,,,,,,,,1
1,1,0,,,,,,,,1
2,1,0,-0.431198,-0.603498,1.05045,6.50879,0.233728,0.0043949,18.0133,0
3,1,0,3.89083,-0.641061,-1.30346,13.7771,0.271825,0.0115109,3.05733,0
4,1,0,5.55849,-0.352705,-1.13287,16.0008,0.273867,0.015169,2.95258,0
5,1,0,5.91158,-0.621502,-0.727772,19.7692,0.219022,0.0068614,31.4335,0
6,1,0,7.9151,-0.748763,-0.601831,19.986,0.262416,0.0388688,2.27966,0
7,1,0,8.40732,-0.678793,1.3318,22.4879,0.241623,0.0281121,2.04562,0
8,1,0,8.72824,-1.06988,0.36926,21.6795,0.246772,0.0108536,2.30884,0
9,1,0,10.2445,-0.0906457,0.0327392,16.8766,0.241258,0.073842,2.89341,0
10,1,0,10.5776,-0.0748354,-0.0475275,15.2327,0.240013,0.084509,2.84009,0
11,1,0,10.7258,-0.070645,-0.0276207,13.9867,0.239848,0.0831733,2.88371,0
12,1,0,10.892,0.0628255,-0.0634661,12.4728,0.239878,0.091368,2.36369,0
